x,y,width
0.007107868,1,0.18
0.018625416,1,0.18
0.030142964,1,0.18
0.041660516,1,0.18
0.053178064,1,0.18
0.064695612,1,0.18
0.07621316,1,0.18
0.087730712,1,0.18
0.09924826,1,0.18
0.110765808,1,0.18
0.122283356,1,0.18
0.133800904,1,0.18
0.145318456,1,0.18
0.156836004,1,0.18
0.168353552,1,0.18
0.1798711,1,0.18
0.191388648,1,0.18
0.2029062,1,0.18
0.214423748,1,0.18
0.225941296,1,0.18
0.237458844,1,0.18
0.248976396,1,0.18
0.260493944,1,0.18
0.272011492,1,0.18
0.28352904,1,0.18
0.295046588,1,0.18
0.30656414,1,0.18
0.318081688,1,0.18
0.329599236,1,0.18
0.341116784,1,0.18
0.352634336,1,0.18
0.364151884,1,0.18
0.375669432,1,0.18
0.38718698,1,0.18
0.398704528,1,0.18
0.41022208,1,0.18
0.421739628,1,0.18
0.433257176,1,0.18
0.444774724,1,0.18
0.456292272,1,0.18
0.467809824,1,0.18
0.479327372,1,0.18
0.49084492,1,0.18
0.502362468,1,0.18
0.51388002,1,0.18
0.525397568,1,0.18
0.536915116,1,0.18
0.548432664,1,0.18
0.559950212,1,0.18
0.571467764,1,0.18
0.582985312,1,0.18
0.59450286,1,0.18
0.606020408,1,0.18
0.617537956,1,0.18
0.629055508,1,0.18
0.640573056,1,0.18
0.652090604,1,0.18
0.663608152,1,0.18
0.675125704,1,0.18
0.686643252,1,0.18
0.6981608,1,0.18
0.709678348,1,0.18
0.721195896,1,0.18
0.732713448,1,0.18
0.744230996,1,0.18
0.755748544,1,0.18
0.767266092,1,0.18
0.778783644,1,0.18
0.790301192,1,0.18
0.80181874,1,0.18
0.813336288,1,0.18
0.824853836,1,0.18
0.836371388,1,0.18
0.847888936,1,0.18
0.859406484,1,0.18
0.870924032,1,0.18
0.88244158,1,0.18
0.893959132,1,0.18
0.90547668,1,0.18
0.916994228,1,0.18
0.928511776,1,0.18
0.940029328,1,0.18
0.951546876,1,0.18
0.963064424,1,0.18
0.974581972,1,0.18
0.98609952,1,0.18
0.997617072,1,0.18
1.00913462,1,0.18
1.020652168,1,0.18
1.032169716,1,0.18
1.043687268,1,0.18
1.055204816,1,0.18
1.066722364,1,0.18
1.078239912,1,0.18
1.08975746,1,0.18
1.101275012,1,0.18
1.11279256,1,0.18
1.124310108,1,0.18
1.135827656,1,0.18
1.147345204,1,0.18
1.158862756,1,0.18
1.170380304,1,0.18
1.181897852,1,0.18
1.1934154,1,0.18
1.204932952,1,0.18
1.2164505,1,0.18
1.227968048,1,0.18
1.239485596,1,0.18
1.251003144,1,0.18
1.262520696,1,0.18
1.274038244,1,0.18
1.285555792,1,0.18
1.29707334,1,0.18
1.308590892,1,0.18
1.32010844,1,0.18
1.331625988,1,0.18
1.343143536,1,0.18
1.354661084,1,0.18
1.366178636,1,0.18
1.377696184,1,0.18
1.389213732,1,0.18
1.40073128,1,0.18
1.412248828,1,0.18
1.42376638,1,0.18
1.435283928,1,0.18
1.446801476,1,0.18
1.458319024,1,0.18
1.469836576,1,0.18
1.481354124,1,0.18
1.492871672,1,0.18
1.50438922,1,0.18
1.515906768,1,0.18
1.52742432,1,0.18
1.538941868,1,0.18
1.550459416,1,0.18
1.561976964,1,0.18
1.573494512,1,0.18
1.585012064,1,0.18
1.596529612,1,0.18
1.60804716,1,0.18
1.619564708,1,0.18
1.63108226,1,0.18
1.642599808,1,0.18
1.654117356,1,0.18
1.665634904,1,0.18
1.677152452,1,0.18
1.688670004,1,0.18
1.700187552,1,0.18
1.7117051,1,0.18
1.723222648,1,0.18
1.7347402,1,0.18
1.746257748,1,0.18
1.757775296,1,0.18
1.769292844,1,0.18
1.780810392,1,0.18
1.792327944,1,0.18
1.803845492,1,0.18
1.81536304,1,0.18
1.826880588,1,0.18
1.838398136,1,0.18
1.849915688,1,0.18
1.861433236,1,0.18
1.872950784,1,0.18
1.884468332,1,0.18
1.895985884,1,0.18
1.907503432,1,0.18
1.91902098,1,0.18
1.930538528,1,0.18
1.942056076,1,0.18
1.953573628,1,0.18
1.965091176,1,0.18
1.976608724,1,0.18
1.988126272,1,0.18
1.999643824,1,0.18
2.011161372,1,0.18
2.02267892,1,0.18
2.034196468,1,0.18
2.045714016,1,0.18
2.057231568,1,0.18
2.068749116,1,0.18
2.080266664,1,0.18
2.091784212,1,0.18
2.10330176,1,0.18
2.114819312,1,0.18
2.12633686,1,0.18
2.137854408,1,0.18
2.149371956,1,0.18
2.160889508,1,0.18
2.172407056,1,0.18
2.183924604,1,0.18
2.195442152,1,0.18
2.2069597,1,0.18
2.218477252,1,0.18
2.2299948,1,0.18
2.241512348,1,0.18
2.253029896,1,0.18
2.264547448,1,0.18
2.276064996,1,0.18
2.287582544,1,0.18
2.299100092,1,0.18
2.31061764,1,0.18
2.322135192,1,0.18
2.33365274,1,0.18
2.345170288,1,0.18
2.356687836,1,0.18
2.368205384,1,0.18
2.379722936,1,0.18
2.391240484,1,0.18
2.402758028,0.999996196,0.18
2.414275096,0.999898104,0.18
2.425790272,0.999667376,0.18
2.437302024,0.999304036,0.18
2.448808828,0.99880814,0.18
2.460309156,0.998179748,0.18
2.471801488,0.997418944,0.18
2.483284292,0.996525828,0.18
2.494756048,0.995500524,0.18
2.506215236,0.99434316,0.18
2.517660336,0.9930539,0.18
2.529089824,0.991632904,0.18
2.540502192,0.990080368,0.18
2.55189592,0.988396496,0.18
2.563269496,0.986581508,0.18
2.574621416,0.984635648,0.18
2.585950176,0.982559176,0.18
2.597254264,0.980352364,0.18
2.608532188,0.978015504,0.18
2.619782448,0.975548908,0.18
2.631003556,0.972952908,0.18
2.64219402,0.970227836,0.18
2.653352356,0.967374068,0.18
2.66447708,0.964391972,0.18
2.675566728,0.961281944,0.18
2.686619816,0.958044404,0.18
2.697634884,0.954679776,0.18
2.708610472,0.951188508,0.18
2.71954512,0.94757106,0.18
2.73043738,0.943827916,0.18
2.741285808,0.939959572,0.18
2.752088964,0.93596654,0.18
2.762845412,0.931849348,0.18
2.773553728,0.927608544,0.18
2.784212492,0.923244692,0.18
2.794820292,0.918758368,0.18
2.805375716,0.914150168,0.18
2.815877364,0.909420704,0.18
2.826323844,0.904570604,0.18
2.836713776,0.899600512,0.18
2.847045772,0.894511084,0.18
2.857318468,0.889302996,0.18
2.867530504,0.88397694,0.18
2.877680516,0.878533624,0.18
2.887767164,0.872973764,0.18
2.897789108,0.867298108,0.18
2.907818856,0.861558004,0.18
2.917877224,0.855947144,0.18
2.927999544,0.850452504,0.18
2.938184476,0.845074808,0.18
2.948430672,0.839814772,0.18
2.958736768,0.834673096,0.18
2.969101396,0.829650456,0.18
2.979523188,0.824747524,0.18
2.990000756,0.819964948,0.18
3.000532708,0.81530336,0.18
3.011117656,0.81076338,0.18
3.021754188,0.806345616,0.18
3.032440892,0.802050644,0.18
3.043176356,0.797879044,0.18
3.053959156,0.79383136,0.18
3.064787856,0.789908132,0.18
3.075661024,0.786109884,0.18
3.086577216,0.78243712,0.18
3.097534984,0.77889032,0.18
3.108532876,0.77546996,0.18
3.119569432,0.772176496,0.18
3.130643184,0.76901036,0.18
3.141752672,0.765971972,0.18
3.152896416,0.763061736,0.18
3.164072936,0.760280044,0.18
3.175280752,0.757627256,0.18
3.18651838,0.755103728,0.18
3.197784328,0.752709792,0.18
3.2090771,0.750445772,0.18
3.220395196,0.748311964,0.18
3.231737116,0.746308648,0.18
3.24310136,0.744436096,0.18
3.254486416,0.742694556,0.18
3.265890776,0.741084252,0.18
3.277312924,0.739605404,0.18
3.288751348,0.738258204,0.18
3.300204528,0.737042836,0.18
3.311670944,0.735959456,0.18
3.32314908,0.735008212,0.18
3.334637412,0.734189228,0.18
3.346134412,0.733502612,0.18
3.357638556,0.732948456,0.18
3.369148324,0.732526836,0.18
3.38066218,0.7322378,0.18
3.392178604,0.732081396,0.18
3.403696064,0.73205764,0.18
3.415213036,0.732166532,0.18
3.426727988,0.732408064,0.18
3.438239396,0.7327822,0.18
3.449745728,0.733288892,0.18
3.461245464,0.733928072,0.18
3.472737076,0.734699656,0.18
3.484219036,0.735603544,0.18
3.495689828,0.736639608,0.18
3.507147924,0.737807716,0.18
3.518591808,0.739107716,0.18
3.53001996,0.740539432,0.18
3.541430864,0.742102672,0.18
3.552823008,0.743797232,0.18
3.56419488,0.745622888,0.18
3.575544968,0.747579396,0.18
3.586871772,0.749666496,0.18
3.598173788,0.751883908,0.18
3.609449516,0.754231344,0.18
3.620697456,0.756708492,0.18
3.631916124,0.75931502,0.18
3.643104024,0.762050584,0.18
3.65425968,0.76491482,0.18
3.665381604,0.767907352,0.18
3.676468328,0.771027776,0.18
3.687518376,0.774275688,0.18
3.698530284,0.777650644,0.18
3.709502588,0.781152208,0.18
3.72043384,0.784779912,0.18
3.731322584,0.788533268,0.18
3.74216738,0.792411788,0.18
3.752966784,0.796414956,0.18
3.763719364,0.800542236,0.18
3.7744237,0.80479308,0.18
3.785078364,0.809166932,0.18
3.795681952,0.813663204,0.18
3.806233048,0.8182813,0.18
3.816730256,0.823020612,0.18
3.827172184,0.827880512,0.18
3.837557444,0.832860348,0.18
3.847884664,0.837959468,0.18
3.858152472,0.843177188,0.18
3.868359504,0.84851282,0.18
3.878504404,0.853965656,0.18
3.888585832,0.859534972,0.18
3.898602448,0.865220028,0.18
3.908568316,0.870916128,0.18
3.918631508,0.876518324,0.18
3.928758556,0.882004252,0.18
3.938948112,0.88737318,0.18
3.949198832,0.892624392,0.18
3.959509348,0.897757196,0.18
3.9698783,0.902770912,0.18
3.980304304,0.907664876,0.18
3.990785984,0.912438432,0.18
4.001321948,0.917090952,0.18
4.011910796,0.921621816,0.18
4.022551128,0.926030424,0.18
4.033241528,0.930316196,0.18
4.04398058,0.934478556,0.18
4.054766856,0.938516956,0.18
4.065598932,0.94243086,0.18
4.076475364,0.946219748,0.18
4.087394712,0.949883116,0.18
4.098355532,0.95342048,0.18
4.10935636,0.956831372,0.18
4.120395748,0.960115336,0.18
4.131472224,0.96327194,0.18
4.14258432,0.966300764,0.18
4.153730564,0.969201404,0.18
4.164909476,0.97197348,0.18
4.176119572,0.97461662,0.18
4.187359368,0.977130472,0.18
4.198627372,0.979514708,0.18
4.209922088,0.981769008,0.18
4.221242016,0.983893076,0.18
4.23258566,0.985886624,0.18
4.243951508,0.987749396,0.18
4.25533806,0.98948114,0.18
4.2667438,0.991081624,0.18
4.278167216,0.99255064,0.18
4.289606796,0.993887992,0.18
4.301061016,0.9950935,0.18
4.312528364,0.996167012,0.18
4.324007316,0.997108376,0.18
4.335496344,0.997917472,0.18
4.346993932,0.998594192,0.18
4.358498552,0.999138444,0.18
4.370008676,0.99955016,0.18
4.38152278,0.99982928,0.18
4.393039332,0.999975776,0.18
4.404556824,1,0.18
4.416074372,1,0.18
4.427591924,1,0.18
4.439109472,1,0.18
4.45062702,1,0.18
4.462144568,1,0.18
4.473662116,1,0.18
4.485179668,1,0.18
4.496697216,1,0.18
4.508214764,1,0.18
4.519732312,1,0.18
4.53124986,1,0.18
4.542767412,1,0.18
4.55428496,1,0.18
4.565802508,1,0.18
4.577320056,1,0.18
4.588837608,1,0.18
4.600355156,1,0.18
4.611872704,1,0.18
4.623390252,1,0.18
4.6349078,1,0.18
4.646425352,1,0.18
4.6579429,1,0.18
4.669460448,1,0.18
4.680977996,1,0.18
4.692495544,1,0.18
4.704013096,1,0.18
4.715530644,1,0.18
4.727048192,1,0.18
4.73856574,1,0.18
4.750083292,1,0.18
4.76160084,1,0.18
4.773118388,1,0.18
4.784635936,1,0.18
4.796153484,1,0.18
4.807671036,1,0.18
4.819188584,1,0.18
4.830706132,1,0.18
4.84222368,1,0.18
4.853741232,1,0.18
4.86525878,1,0.18
4.876776328,1,0.18
4.888293876,1,0.18
4.899811424,1,0.18
4.911328976,1,0.18
4.922846524,1,0.18
4.934364072,1,0.18
4.94588162,1,0.18
4.957399168,1,0.18
4.96891672,1,0.18
4.980434268,1,0.18
4.991951816,1,0.18
5.003469364,1,0.18
5.014986916,1,0.18
5.026504464,1,0.18
5.038022012,1,0.18
5.04953956,1,0.18
5.061057108,1,0.18
5.07257466,1,0.18
5.084092208,1,0.18
5.095609756,1,0.18
5.107127304,1,0.18
5.118644856,1,0.18
5.130162404,1,0.18
5.141679952,1,0.18
5.1531975,1,0.18
5.164715048,1,0.18
5.1762326,1,0.18
5.187750148,1,0.18
5.199267696,1,0.18
5.210785244,1,0.18
5.222302792,1,0.18
5.233820344,1,0.18
5.245337892,1,0.18
5.25685544,1,0.18
5.268372988,1,0.18
5.27989054,1,0.18
5.291408088,1,0.18
5.302925636,1,0.18
5.314443184,1,0.18
5.325960732,1,0.18
5.337478284,1,0.18
5.348995832,1,0.18
5.36051338,1,0.18
5.372030928,1,0.18
5.38354848,1,0.18
5.395066028,1,0.18
5.406583576,1,0.18
5.418101124,1,0.18
5.429618672,1,0.18
5.441136224,1,0.18
5.452653772,1,0.18
5.46417132,1,0.18
5.475688868,1,0.18
5.487206416,1,0.18
5.498723968,1,0.18
5.510241516,1,0.18
5.521759064,1,0.18
5.533276612,1,0.18
5.544794164,1,0.18
5.556311712,1,0.18
5.56782926,1,0.18
5.579346808,1,0.18
5.590864356,1,0.18
5.602381908,1,0.18
5.613899456,1,0.18
5.625417004,1,0.18
5.636934552,1,0.18
5.6484521,1,0.18
5.659969652,1,0.18
5.6714872,1,0.18
5.683004748,1,0.18
5.694522296,1,0.18
5.706039848,1,0.18
5.717557396,1,0.18
5.729074944,1,0.18
5.740592492,1,0.18
5.75211004,1,0.18
5.763627592,1,0.18
5.77514514,1,0.18
5.786662688,1,0.18
5.798180236,1,0.18
5.809697788,1,0.18
5.821215336,1,0.18
5.832732884,1,0.18
5.844250432,1,0.18
5.85576798,1,0.18
5.867285532,1,0.18
5.87880308,1,0.18
5.890320628,1,0.18
5.901838176,1,0.18
5.913355724,1,0.18
5.924873276,1,0.18
5.936390824,1,0.18
5.947908372,1,0.18
5.95942592,1,0.18
5.970943472,1,0.18
5.98246102,1,0.18
5.993978568,1,0.18
6.005496116,1,0.18
6.017013664,1,0.18
6.028531216,1,0.18
6.040048764,1,0.18
6.051566312,1,0.18
6.06308386,1,0.18
6.074601412,1,0.18
6.08611896,1,0.18
6.097636508,1,0.18
6.109154056,1,0.18
6.120671604,1,0.18
6.132189156,1,0.18
6.143706704,1,0.18
6.155224252,1,0.18
6.1667418,1,0.18
6.178259348,1,0.18
6.1897769,1,0.18
6.201294448,1,0.18
6.212811996,1,0.18
6.224329544,1,0.18
6.235847096,1,0.18
6.247364644,1,0.18
6.258882192,1,0.18
6.27039974,1,0.18
6.281917288,1,0.18
6.29343484,1,0.18
6.304952388,1,0.18
6.316469936,1,0.18
6.327987484,1,0.18
6.339505032,1,0.18
6.351022584,1,0.18
6.362540132,1,0.18
6.37405768,1,0.18
6.385575228,1,0.18
6.39709278,1,0.18
6.408610328,1,0.18
6.420127876,1,0.18
6.431645424,1,0.18
6.443162972,1,0.18
6.454680524,1,0.18
6.466198072,1,0.18
6.47771562,1,0.18
6.489233168,1,0.18
6.50075072,1,0.18
6.512268268,1,0.18
6.523785816,1,0.18
6.535303364,1,0.18
6.546820912,1,0.18
6.558338464,1,0.18
6.569856012,1,0.18
6.58137356,1,0.18
6.592891108,1,0.18
6.604408656,1,0.18
6.615926208,1,0.18
6.627443756,1,0.18
6.638961304,1,0.18
6.650478852,1,0.18
6.661996404,1,0.18
6.673513952,1,0.18
6.6850315,1,0.18
6.696549048,1,0.18
6.708066596,1,0.18
6.719584148,1,0.18
6.731101696,1,0.18
6.742619244,1,0.18
6.754136792,1,0.18
6.765654344,1,0.18
6.777171892,1,0.18
6.78868944,1,0.18
6.800206988,0.999999964,0.18
6.811723792,0.999885448,0.18
6.823236276,0.999549896,0.18
6.834740196,0.99899342,0.18
6.846231316,0.998216236,0.18
6.8577054,0.997218624,0.18
6.869158224,0.996000956,0.18
6.880585564,0.994563676,0.18
6.891983208,0.99290732,0.18
6.90334696,0.991032492,0.18
6.914672632,0.988939884,0.18
6.925956052,0.986630268,0.18
6.93719306,0.984104496,0.18
6.948379516,0.9813635,0.18
6.959511296,0.978408288,0.18
6.970584304,0.975239944,0.18
6.981594456,0.971859644,0.18
6.992537692,0.968268632,0.18
7.003409988,0.964468224,0.18
7.014207332,0.960459828,0.18
7.024925744,0.95624492,0.18
7.03556128,0.951825048,0.18
7.046110016,0.947201844,0.18
7.056568068,0.942377016,0.18
7.066931584,0.937352332,0.18
7.07719674,0.932129652,0.18
7.08735976,0.926710896,0.18
7.097416896,0.921098064,0.18
7.10736444,0.91529322,0.18
7.117198728,0.909298504,0.18
7.12691614,0.903116128,0.18
7.136513092,0.896748368,0.18
7.145986048,0.890197568,0.18
7.155331516,0.883466144,0.18
7.164546056,0.87655658,0.18
7.173626272,0.869471412,0.18
7.182568816,0.862213264,0.18
7.191370396,0.8547848,0.18
7.200027764,0.84718876,0.18
7.208537736,0.839427944,0.18
7.216897172,0.831505212,0.18
7.225102992,0.823423484,0.18
7.233152176,0.815185732,0.18
7.241041752,0.806795,0.18
7.24876882,0.798254372,0.18
7.256330528,0.789567,0.18
7.263724092,0.780736084,0.18
7.270946788,0.77176488,0.18
7.277995948,0.762656688,0.18
7.284868984,0.753414868,0.18
7.29156336,0.744042824,0.18
7.298076608,0.734544008,0.18
7.304406328,0.724921924,0.18
7.310550188,0.715180116,0.18
7.316505924,0.705322172,0.18
7.322271344,0.695351728,0.18
7.327844324,0.685272452,0.18
7.333222804,0.67508806,0.18
7.338404808,0.664802308,0.18
7.343388424,0.654418984,0.18
7.34817182,0.643941916,0.18
7.352753224,0.63337496,0.18
7.35713096,0.622722012,0.18
7.361303408,0.611986996,0.18
7.365269028,0.601173868,0.18
7.369026364,0.590286616,0.18
7.372574032,0.579329248,0.18
7.37591072,0.5683058,0.18
7.3790352,0.55722034,0.18
7.381946324,0.546076944,0.18
7.38464302,0.534879728,0.18
7.387124288,0.523632808,0.18
7.389389216,0.512340336,0.18
7.391436972,0.501006468,0.18
7.3932668,0.489635384,0.18
7.394878028,0.478231268,0.18
7.39627006,0.466798328,0.18
7.39744238,0.455340776,0.18
7.398394564,0.443862832,0.18
7.399126252,0.432368724,0.18
7.39963718,0.420862692,0.18
7.39992716,0.409348972,0.18
7.399996084,0.397831804,0.18
7.399843924,0.38631544,0.18
7.39947074,0.374804112,0.18
7.398876668,0.363302072,0.18
7.398061924,0.351813556,0.18
7.397026816,0.340342792,0.18
7.395771716,0.328894012,0.18
7.394297092,0.317471432,0.18
7.392603488,0.30607926,0.18
7.390691524,0.294721696,0.18
7.388561908,0.283402924,0.18
7.386215424,0.272127116,0.18
7.383652936,0.260898424,0.18
7.380875388,0.249720988,0.18
7.377883804,0.238598924,0.18
7.374679288,0.227536332,0.18
7.371263016,0.216537288,0.18
7.367636252,0.205605848,0.18
7.363800328,0.194746032,0.18
7.35975666,0.183961852,0.18
7.355506736,0.173257272,0.18
7.351052124,0.16263624,0.18
7.346394468,0.152102672,0.18
7.34153548,0.141660444,0.18
7.336476948,0.131313408,0.18
7.331220744,0.12106538,0.18
7.325768796,0.110920128,0.18
7.32012312,0.100881392,0.18
7.314285792,0.090952876,0.18
7.308258964,0.081138232,0.18
7.302044856,0.07144108,0.18
7.29564576,0.061864996,0.18
7.289064032,0.052413504,0.18
7.282302096,0.043090084,0.18
7.275362448,0.03389818,0.18
7.26824764,0.024841172,0.18
7.2609603,0.0159224,0.18
7.253503104,0.007145148,0.18
7.245878808,-0.001487344,0.18
7.23809022,-0.009971904,0.18
7.230140204,-0.018305396,0.18
7.222031696,-0.026484756,0.18
7.21376768,-0.034506972,0.18
7.2053512,-0.04236908,0.18
7.196785364,-0.050068188,0.18
7.18807332,-0.05760146,0.18
7.179218284,-0.06496612,0.18
7.17022352,-0.072159452,0.18
7.161092332,-0.079178804,0.18
7.151828096,-0.086021596,0.18
7.14243422,-0.0926853,0.18
7.132914168,-0.099167464,0.18
7.123271448,-0.1054657,0.18
7.113509608,-0.111577684,0.18
7.103632248,-0.117501168,0.18
7.093643012,-0.123233964,0.18
7.083545572,-0.128773968,0.18
7.073343656,-0.134119128,0.18
7.063041024,-0.139267484,0.18
7.052641464,-0.144217136,0.18
7.042148812,-0.148966256,0.18
7.03156694,-0.1535131,0.18
7.02089974,-0.157855992,0.18
7.010151144,-0.161993324,0.18
6.999325112,-0.16592358,0.18
6.988425636,-0.169645312,0.18
6.977456728,-0.173157144,0.18
6.966422436,-0.17645778,0.18
6.95532682,-0.179546012,0.18
6.944173968,-0.182420696,0.18
6.932967996,-0.185080772,0.18
6.921713028,-0.187525268,0.18
6.910428328,-0.189829476,0.18
6.899143044,-0.19213086,0.18
6.887857764,-0.19443224,0.18
6.87657248,-0.19673362,0.18
6.8652872,-0.199035,0.18
6.85400192,-0.20133638,0.18
6.842716636,-0.20363776,0.18
6.831431356,-0.20593914,0.18
6.820146076,-0.20824052,0.18
6.808860792,-0.210541904,0.18
6.797575512,-0.212843284,0.18
6.786290228,-0.215144664,0.18
6.775004948,-0.217446044,0.18
6.763719668,-0.219747424,0.18
6.752434384,-0.222048804,0.18
6.741149104,-0.224350184,0.18
6.72986382,-0.226651564,0.18
6.71857854,-0.228952948,0.18
6.70729326,-0.231254328,0.18
6.696007976,-0.233555708,0.18
6.684722696,-0.235857088,0.18
6.673437412,-0.238158468,0.18
6.662152132,-0.240459848,0.18
6.650866852,-0.242761228,0.18
6.639581568,-0.245062608,0.18
6.628296288,-0.247363992,0.18
6.617011008,-0.249665372,0.18
6.605725724,-0.251966752,0.18
6.594440444,-0.254268132,0.18
6.58315516,-0.256569512,0.18
6.57186988,-0.258870892,0.18
6.5605846,-0.261172272,0.18
6.549299316,-0.263473652,0.18
6.538014036,-0.265775036,0.18
6.526728752,-0.268076416,0.18
6.515443472,-0.270377796,0.18
6.504158192,-0.272679176,0.18
6.492872908,-0.274980556,0.18
6.481587628,-0.277281936,0.18
6.470302344,-0.279583316,0.18
6.459017064,-0.281884696,0.18
6.447731784,-0.28418608,0.18
6.4364465,-0.28648746,0.18
6.42516122,-0.28878884,0.18
6.41387594,-0.29109022,0.18
6.402590656,-0.2933916,0.18
6.391305376,-0.29569298,0.18
6.380020092,-0.29799436,0.18
6.368734812,-0.300295744,0.18
6.357449532,-0.302597124,0.18
6.346164248,-0.304898504,0.18
6.334878968,-0.307199884,0.18
6.323593684,-0.309501264,0.18
6.312308404,-0.311802644,0.18
6.301023124,-0.314104024,0.18
6.28973784,-0.316405404,0.18
6.27845256,-0.318706788,0.18
6.26716728,-0.321008168,0.18
6.255881996,-0.323309548,0.18
6.244596716,-0.325610928,0.18
6.233311432,-0.327912308,0.18
6.222026152,-0.330213688,0.18
6.210740872,-0.332515068,0.18
6.199455588,-0.334816448,0.18
6.188170308,-0.337117832,0.18
6.176885024,-0.339419212,0.18
6.165599744,-0.341720592,0.18
6.154314464,-0.344021972,0.18
6.14302918,-0.346323352,0.18
6.1317439,-0.348624732,0.18
6.120458616,-0.350926112,0.18
6.109173336,-0.353227492,0.18
6.097888056,-0.355528876,0.18
6.086602772,-0.357830256,0.18
6.075317492,-0.360131636,0.18
6.064032212,-0.362433016,0.18
6.052746928,-0.364734396,0.18
6.041461648,-0.367035776,0.18
6.030176364,-0.369337156,0.18
6.018891084,-0.371638536,0.18
6.007605804,-0.37393992,0.18
5.99632052,-0.3762413,0.18
5.98503524,-0.37854268,0.18
5.973749956,-0.38084406,0.18
5.962464676,-0.38314544,0.18
5.951179396,-0.38544682,0.18
5.939894112,-0.3877482,0.18
5.928608832,-0.39004958,0.18
5.917323548,-0.392350964,0.18
5.906038268,-0.394652344,0.18
5.894752988,-0.396953724,0.18
5.883467704,-0.399255104,0.18
5.872182424,-0.401556484,0.18
5.860897144,-0.403857864,0.18
5.84961186,-0.406159244,0.18
5.83832658,-0.408460624,0.18
5.827041296,-0.410762008,0.18
5.815756016,-0.413063388,0.18
5.804470736,-0.415364768,0.18
5.793185452,-0.417666148,0.18
5.781900172,-0.419967528,0.18
5.770614888,-0.422268908,0.18
5.759329608,-0.424570288,0.18
5.748044328,-0.426871668,0.18
5.736759044,-0.429173052,0.18
5.725473764,-0.431474432,0.18
5.714188484,-0.433775812,0.18
5.7029032,-0.436077192,0.18
5.69161792,-0.438378572,0.18
5.680332636,-0.440679952,0.18
5.669047356,-0.442981332,0.18
5.657762076,-0.445282712,0.18
5.646476792,-0.447584096,0.18
5.635191512,-0.449885476,0.18
5.623906228,-0.452186856,0.18
5.612620948,-0.454488236,0.18
5.601335668,-0.456789616,0.18
5.590050384,-0.459090996,0.18
5.578765104,-0.461392376,0.18
5.56747982,-0.46369376,0.18
5.55619454,-0.46599514,0.18
5.54490926,-0.46829652,0.18
5.533623976,-0.4705979,0.18
5.522338696,-0.47289928,0.18
5.511053416,-0.47520066,0.18
5.499768132,-0.47750204,0.18
5.488482852,-0.47980342,0.18
5.477197568,-0.482104804,0.18
5.465912288,-0.484406184,0.18
5.454627008,-0.486707564,0.18
5.443341724,-0.489008944,0.18
5.432056444,-0.491310324,0.18
5.42077116,-0.493611704,0.18
5.40948588,-0.495913084,0.18
5.3982006,-0.498214464,0.18
5.386915316,-0.500515848,0.18
5.375630036,-0.502817228,0.18
5.364344756,-0.505118608,0.18
5.353059472,-0.507419988,0.18
5.341774192,-0.509721368,0.18
5.330488908,-0.512022748,0.18
5.319203628,-0.514324128,0.18
5.307918348,-0.516625508,0.18
5.296633064,-0.518926892,0.18
5.285347784,-0.521228272,0.18
5.2740625,-0.523529652,0.18
5.26277722,-0.525831032,0.18
5.25149194,-0.528132412,0.18
5.240206656,-0.530433792,0.18
5.228921376,-0.532735172,0.18
5.217636092,-0.535036552,0.18
5.206350812,-0.537337936,0.18
5.195065532,-0.539639316,0.18
5.183780248,-0.541940696,0.18
5.172494968,-0.544242076,0.18
5.161209688,-0.546543456,0.18
5.149924404,-0.548844836,0.18
5.138639124,-0.551146216,0.18
5.12735384,-0.553447596,0.18
5.11606856,-0.55574898,0.18
5.10478328,-0.55805036,0.18
5.093497996,-0.56035174,0.18
5.082212716,-0.56265312,0.18
